Date,WIL5000,BofA_AAA,BofA_BBB,BofA_CCC,Gold
2017-01-24,104.57,591.66,765.88,411.36,1216.8
2017-01-25,105.4,589.11,763.98,412.91,1195.0
2017-01-26,105.32,590.28,765.12,413.48,1189.7
2017-01-27,105.15,592.24,766.66,414.12,1184.85
2017-01-30,104.42,589.78,766.42,414.37,1192.8
2017-01-31,104.43,589.48,767.29,414.27,1212.8
2017-02-01,104.47,588.65,766.16,415.08,1203.65
2017-02-02,104.5,589.73,766.68,415.93,1221.95
2017-02-03,105.35,588.8,766.15,417.35,1215.2
2017-02-06,105.07,592.74,769.72,417.85,1226.75
2017-02-07,105.03,593.69,770.75,418.14,1231.0
2017-02-08,105.15,596.2,772.47,417.29,1242.1
2017-02-09,105.88,593.52,770.2,417.37,1236.8
2017-02-10,106.29,593.36,769.92,417.95,1228.3
2017-02-13,106.8,592.32,769.56,419.12,1222.25
2017-02-14,107.24,590.95,768.45,419.91,1230.75
2017-02-15,107.77,589.78,767.28,421.16,1224.4
2017-02-16,107.61,592.46,769.93,421.63,1240.55
2017-02-17,107.81,593.53,771.08,421.36,1241.95
2017-02-21,108.47,593.63,771.49,422.67,1233.2
2017-02-22,108.29,593.91,772.13,424.08,1236.65
2017-02-23,108.19,595.17,773.8,425.37,1247.9
2017-02-24,108.34,599.04,777.36,425.2,1253.65
2017-02-27,108.57,596.95,775.9,427.47,1257.2
2017-02-28,108.13,598.67,776.95,427.5,1255.6
2017-03-01,109.63,593.22,772.49,429.7,1240.4
2017-03-02,108.89,592.87,771.93,429.14,1238.1
2017-03-03,108.95,593.1,772.33,428.42,1226.5
2017-03-06,108.55,592.38,772.25,427.89,1230.95
2017-03-07,108.16,590.92,770.91,426.8,1216.65
2017-03-08,107.87,588.29,768.33,425.71,1209.2
2017-03-09,107.85,585.71,764.95,423.57,1206.55
2017-03-10,108.21,586.93,765.74,423.63,1202.65
2017-03-13,108.35,585.16,764.69,422.32,1204.2
2017-03-14,107.96,585.66,764.71,419.32,1204.6
2017-03-15,108.95,590.04,768.95,420.83,1198.8
2017-03-16,108.88,589.0,768.87,422.16,1229.35
2017-03-17,108.8,590.41,770.01,421.55,1229.6
2017-03-20,108.54,592.09,771.52,421.03,1232.4
2017-03-21,106.99,593.91,773.32,420.34,1241.6
2017-03-22,107.15,596.21,774.83,418.62,1249.05
2017-03-23,107.15,595.72,774.21,419.31,1247.5
2017-03-24,107.11,597.47,775.47,420.26,1247.5
2017-03-27,107.03,598.45,776.64,419.87,1257.55
2017-03-28,107.8,597.0,775.42,420.7,1257.25
2017-03-29,108.03,598.52,776.88,422.56,1251.1
2017-03-30,108.4,597.04,775.74,424.46,1248.8
2017-03-31,108.27,597.52,776.38,425.0,1244.85
2017-04-03,107.98,599.76,778.57,424.88,1247.25
2017-04-04,108.04,599.3,778.19,424.6,1257.65
2017-04-05,107.59,599.11,778.23,425.36,1245.8
2017-04-06,107.95,600.11,779.0,425.2,1252.5
2017-04-07,107.87,599.07,777.96,425.69,1266.45
2017-04-10,107.99,600.16,778.96,426.43,1250.05
2017-04-11,107.96,603.7,782.04,426.2,1252.9
2017-04-12,107.46,603.82,782.12,425.7,1274.3
2017-04-13,106.68,606.6,784.89,425.83,1284.15
2017-04-18,107.4,609.38,787.34,425.17,1278.95
2017-04-19,107.3,608.22,786.34,425.58,1279.05
2017-04-20,108.15,606.65,784.75,424.59,1282.1
2017-04-21,107.83,606.7,785.16,424.69,1281.85
2017-04-24,109.0,605.13,784.1,426.05,1269.4
2017-04-25,109.71,602.18,781.95,426.6,1267.8
2017-04-26,109.73,603.12,783.0,427.34,1261.85
2017-04-27,109.78,603.7,783.83,426.49,1262.8
2017-04-28,109.46,604.37,784.68,427.31,1266.45
2017-05-02,109.73,603.99,784.85,429.31,1255.45
2017-05-03,109.45,604.75,785.14,429.62,1250.3
2017-05-04,109.41,602.39,783.05,428.48,1228.45
2017-05-05,109.96,602.77,783.39,428.53,1228.05
2017-05-08,109.89,601.69,782.8,428.65,1229.8
2017-05-09,109.79,600.59,782.0,429.41,1220.4
2017-05-10,110.04,600.82,782.38,430.55,1222.95
2017-05-11,109.74,601.75,783.36,431.21,1223.15
2017-05-12,109.54,605.16,786.57,431.11,1231.25
2017-05-15,110.12,604.93,786.87,432.23,1233.3
2017-05-16,110.05,606.11,788.14,432.34,1234.2
2017-05-17,107.99,611.35,792.84,431.48,1257.4
2017-05-18,108.43,610.37,791.52,430.78,1255.9
2017-05-19,109.2,610.29,791.75,431.8,1252.0
2017-05-22,109.8,610.16,791.75,432.76,1258.85
2017-05-23,110.0,608.12,790.45,433.62,1260.2
2017-05-24,110.29,608.94,791.22,433.98,1252.55
2017-05-25,110.71,609.8,791.9,434.11,1256.95
2017-05-26,110.75,610.54,792.23,433.6,1265.05
2017-05-30,110.52,612.39,794.05,433.54,1262.7
2017-05-31,110.5,613.98,794.87,432.9,1266.2
2017-06-01,111.53,613.18,794.1,433.16,1264.85
2017-06-02,111.92,616.76,797.08,433.7,1274.95
2017-06-05,111.72,615.49,796.23,433.79,1279.95
2017-06-06,111.41,617.28,798.12,433.72,1293.5
2017-06-07,111.56,615.82,796.96,432.59,1291.0
2017-06-08,111.74,614.92,796.1,432.57,1273.1
2017-06-09,111.64,614.7,796.0,433.25,1266.55
2017-06-12,111.55,614.13,795.71,433.9,1266.4
2017-06-13,112.15,614.8,796.37,434.42,1262.0
2017-06-14,111.96,620.08,800.53,434.1,1275.5
2017-06-15,111.64,619.15,799.55,433.07,1254.55
2017-06-16,111.62,619.4,799.86,431.93,1255.4
2017-06-19,112.53,619.12,799.18,432.68,1248.15
2017-06-20,111.7,621.84,800.97,430.18,1242.2
2017-06-21,111.61,622.94,800.97,428.36,1242.5
2017-06-22,111.65,622.93,800.81,428.71,1250.8
2017-06-23,111.97,623.57,801.29,429.2,1255.7
2017-06-26,112.07,625.0,802.5,429.9,1245.25
2017-06-27,111.13,621.9,800.2,430.65,1249.55
2017-06-28,112.23,621.08,799.53,431.19,1248.0
2017-06-29,111.31,618.94,798.01,431.74,1243.5
2017-06-30,111.48,617.52,796.96,432.21,1242.25
2017-07-03,111.79,615.91,795.6,432.54,1229.25
2017-07-05,111.83,617.03,796.57,432.46,1220.3
2017-07-06,110.74,615.24,795.03,431.85,1224.9
2017-07-07,111.5,614.21,794.2,430.59,1215.65
2017-07-10,111.51,615.83,795.62,430.98,1211.9
2017-07-11,111.52,616.58,796.11,431.58,1211.05
2017-07-12,112.35,618.99,798.28,432.93,1218.8
2017-07-13,112.55,617.81,797.51,433.78,1218.9
2017-07-14,113.07,619.35,798.89,434.78,1230.3
2017-07-17,113.1,620.68,800.16,436.36,1234.1
2017-07-18,113.14,623.19,802.66,436.96,1240.75
2017-07-19,113.81,623.03,803.01,438.05,1242.15
2017-07-20,113.79,623.49,803.71,439.07,1238.7
2017-07-21,113.71,625.62,805.55,438.69,1248.55
2017-07-24,113.69,623.78,804.75,438.99,1255.55
2017-07-25,114.11,619.06,801.45,439.48,1254.4
2017-07-26,114.07,620.73,803.63,440.32,1248.1
2017-07-27,113.9,619.05,802.75,439.7,1261.1
2017-07-28,113.72,620.89,804.13,439.94,1264.9
2017-07-31,113.61,620.11,804.04,440.12,1267.55
2017-08-01,113.9,622.9,806.4,440.5,1270.95
2017-08-02,113.77,622.51,806.16,440.03,1269.6
2017-08-03,113.52,624.32,807.48,439.37,1268.1
2017-08-04,113.78,621.49,805.18,439.54,1257.7
2017-08-07,113.94,621.92,805.68,439.49,1258.0
2017-08-08,113.62,619.75,803.91,439.7,1261.8
2017-08-09,113.48,621.71,804.93,437.54,1271.05
2017-08-10,111.82,622.26,805.11,436.0,1284.4
2017-08-11,111.99,621.97,804.84,435.56,1286.1
2017-08-14,113.16,621.25,804.34,436.73,1282.3
2017-08-16,113.2,621.4,805.0,436.59,1272.75
2017-08-17,111.45,622.89,806.02,435.96,1285.15
2017-08-18,111.27,623.05,805.97,435.1,1295.8
2017-08-21,111.36,623.7,806.7,435.41,1292.9
2017-08-22,112.5,622.28,805.38,435.53,1284.2
2017-08-23,112.21,624.73,807.36,435.02,1286.65
2017-08-24,112.06,624.1,806.38,435.39,1289.0
2017-08-25,112.28,625.55,807.63,435.77,1285.3
2017-08-29,112.44,626.49,808.83,435.49,1318.65
2017-08-30,113.05,626.22,808.65,435.87,1308.5
2017-08-31,113.78,627.97,810.02,436.64,1311.75
2017-09-01,114.08,625.79,808.31,437.04,1320.4
2017-09-05,113.17,630.82,812.76,437.14,1335.55
2017-09-06,113.49,627.71,810.54,437.59,1337.85
2017-09-07,113.44,629.94,812.78,437.62,1343.5
2017-09-08,113.26,629.57,812.35,437.11,1346.25
2017-09-11,114.48,625.99,809.5,438.04,1334.2
2017-09-12,114.91,624.32,808.07,438.25,1326.5
2017-09-13,115.02,623.59,807.73,438.41,1327.55
2017-09-14,114.93,624.37,808.43,439.64,1324.55
2017-09-15,115.13,625.18,808.97,439.53,1322.85
2017-09-18,115.36,624.15,808.39,440.33,1312.1
2017-09-19,115.48,624.1,808.81,440.81,1309.6
2017-09-20,115.63,623.94,808.06,441.32,1311.3
2017-09-21,115.3,624.87,808.31,441.17,1292.1
2017-09-22,115.43,625.69,809.0,441.18,1294.8
2017-09-25,115.2,628.21,811.31,441.92,1293.3
2017-09-26,115.27,628.15,811.2,442.25,1300.05
2017-09-27,115.91,624.24,807.75,442.03,1282.55
2017-09-28,116.08,625.36,808.78,442.93,1283.35
2017-09-29,116.5,626.21,809.45,443.54,1283.1
2017-10-02,117.04,626.46,809.9,443.55,1273.7
2017-10-03,117.33,627.79,810.92,443.18,1271.25
2017-10-04,117.42,627.26,811.01,443.57,1274.25
2017-10-05,118.06,625.93,810.4,444.15,1274.5
2017-10-06,117.96,625.19,809.6,443.81,1261.8
2017-10-09,117.71,625.35,809.89,444.12,1278.75
2017-10-10,117.99,626.93,811.41,444.33,1291.4
2017-10-11,118.19,626.89,811.22,444.43,1289.25
2017-10-12,118.01,627.98,811.85,443.94,1290.25
2017-10-13,118.07,630.24,814.06,443.76,1299.6
2017-10-16,118.24,629.59,813.23,444.28,1303.3
2017-10-17,118.24,630.39,813.91,444.55,1284.75
2017-10-18,118.34,628.42,812.16,445.03,1280.2
2017-10-19,118.35,629.85,813.29,444.83,1286.4
2017-10-20,118.96,626.64,810.83,445.43,1281.2
2017-10-23,118.41,627.86,811.96,446.44,1274.9
2017-10-24,118.6,626.65,811.08,446.02,1276.45
2017-10-25,118.0,624.45,809.27,444.86,1275.0
2017-10-26,118.2,624.13,809.17,444.3,1273.75
2017-10-27,119.18,625.92,810.41,443.24,1266.45
2017-10-30,118.68,629.25,813.55,443.68,1272.0
2017-10-31,118.95,627.71,813.06,444.1,1270.15
2017-11-01,119.04,627.8,813.14,444.31,1277.05
2017-11-02,119.08,629.19,814.17,443.38,1279.2
2017-11-03,119.41,629.28,814.18,443.05,1267.2
2017-11-06,119.59,630.29,815.09,443.7,1270.9
2017-11-07,119.41,630.15,815.22,444.03,1275.6
2017-11-08,119.57,628.22,814.21,441.76,1284.0
2017-11-09,119.1,626.56,812.75,439.77,1284.8
2017-11-10,119.1,622.03,808.9,440.47,1284.3
2017-11-13,119.19,622.67,809.21,440.34,1277.95
2017-11-14,118.9,624.0,809.73,439.05,1274.6
2017-11-15,118.29,626.54,810.87,436.59,1282.2
2017-11-16,119.44,625.73,810.3,439.49,1280.0
2017-11-17,119.28,626.69,811.16,439.43,1284.35
2017-11-20,119.51,627.04,811.1,439.73,1286.2
2017-11-21,120.3,630.0,812.61,440.67,1283.3
2017-11-22,120.25,632.28,814.61,441.28,1286.95
2017-11-24,120.49,631.55,813.96,441.51,1290.5
2017-11-27,120.38,631.74,814.88,442.25,1294.9
2017-11-28,121.58,631.51,814.84,442.06,1291.85
2017-11-29,121.56,629.27,812.93,442.51,1283.85
2017-11-30,122.52,628.75,811.79,442.99,1280.2
2017-12-01,122.32,632.65,814.92,443.49,1275.5
2017-12-04,122.15,632.39,814.58,444.64,1273.45
2017-12-05,121.62,634.62,816.35,444.61,1266.3
2017-12-06,121.51,635.11,817.35,443.96,1263.7
2017-12-07,122.04,631.45,814.87,443.54,1255.0
2017-12-08,122.66,631.43,814.9,444.02,1250.65
2017-12-11,123.0,632.31,815.2,444.32,1247.15
2017-12-12,123.11,631.93,814.95,444.86,1240.9
2017-12-13,123.13,635.35,817.86,444.53,1242.65
2017-12-14,122.6,636.83,818.58,444.21,1251.0
2017-12-15,123.69,637.62,818.95,443.95,1254.6
2017-12-18,124.51,634.69,817.31,444.24,1260.6
2017-12-19,124.05,630.46,813.89,444.72,1260.35
2017-12-20,124.01,627.71,812.12,444.89,1264.55
2017-12-21,124.31,630.6,813.82,445.64,1264.55
2017-12-27,124.29,636.33,818.39,446.48,1279.4
2017-12-28,124.59,635.81,817.83,446.78,1291.0
2018-01-02,124.96,632.18,815.95,447.87,1312.05
2018-01-03,125.72,633.27,817.12,450.09,1314.9
2018-01-04,126.17,632.89,817.06,452.55,1314.5
2018-01-05,126.95,631.87,816.43,453.53,1317.15
2018-01-08,127.22,631.91,816.77,453.57,1319.95
2018-01-09,127.37,628.37,814.44,453.66,1311.0
2018-01-10,127.25,628.75,814.9,452.5,1319.75
2018-01-11,128.33,631.05,816.62,453.79,1323.05
2018-01-12,129.1,631.81,816.69,453.93,1326.8
2018-01-16,128.5,632.31,818.05,454.63,1333.85
2018-01-17,129.67,630.87,816.49,454.25,1335.65
2018-01-18,129.4,628.82,814.71,453.47,1332.2
2018-01-19,130.15,626.59,813.18,452.73,1334.95
2018-01-22,131.23,625.13,812.35,453.1,1332.6
2018-01-23,131.59,626.98,814.25,454.84,1333.4
2018-01-24,131.41,625.47,813.15,454.99,1353.7
2018-01-25,131.48,628.62,816.12,455.6,1354.95
2018-01-26,132.89,627.28,815.02,456.41,1353.15
2018-01-29,131.97,626.28,814.06,456.26,1343.85
2018-01-30,130.59,623.85,812.64,454.5,1344.9
2018-01-31,130.56,625.38,813.8,455.6,1345.05
2018-02-01,130.56,623.44,811.67,455.58,1341.35
2018-02-02,127.84,618.46,807.9,453.73,1331.15
2018-02-05,122.78,620.51,809.8,451.78,1333.6
2018-02-06,124.76,620.73,809.51,449.44,1331.4
2018-02-07,124.29,617.31,806.65,451.36,1324.65
2018-02-08,119.77,615.84,805.01,448.6,1315.45
2018-02-09,121.4,614.44,803.05,445.43,1314.1
2018-02-12,123.04,613.81,802.36,447.89,1322.3
2018-02-13,123.43,612.84,801.11,446.51,1325.35
2018-02-14,125.21,609.96,798.13,446.81,1336.25
2018-02-15,126.69,612.67,800.31,449.58,1352.45
2018-02-16,126.75,613.54,801.24,451.55,1352.1
2018-02-20,125.95,612.53,800.51,451.84,1339.85
2018-02-21,125.34,609.06,797.92,451.4,1330.5
2018-02-22,125.39,610.84,798.89,450.74,1328.35
2018-02-23,127.31,612.52,800.51,450.4,1327.95
2018-02-26,128.68,613.6,801.51,453.11,1333.5
2018-02-27,127.03,611.48,799.53,454.32,1325.75
2018-02-28,125.66,613.6,801.07,452.91,1317.85
2018-03-01,124.22,614.62,802.28,451.52,1307.75
2018-03-02,125.02,611.29,799.14,449.97,1322.3
2018-03-05,126.38,610.56,798.71,451.45,1320.4
2018-03-06,126.84,612.22,799.78,452.84,1331.4
2018-03-07,126.94,611.61,798.83,452.06,1329.4
2018-03-08,127.42,613.11,799.52,452.32,1321.0
2018-03-09,129.54,611.43,798.0,453.27,1320.6
2018-03-12,129.49,612.69,798.78,453.42,1319.15
2018-03-13,128.67,612.84,799.2,452.36,1322.75
2018-03-14,128.02,614.48,800.49,452.11,1323.55
2018-03-15,127.75,614.48,799.2,451.3,1318.75
2018-03-16,128.12,613.58,798.59,450.9,1310.1
2018-03-19,126.35,614.05,798.7,449.8,1312.4
2018-03-20,126.51,611.75,796.59,449.24,1311.0
2018-03-21,126.42,609.57,795.24,449.48,1321.35
2018-03-22,123.33,612.77,797.33,448.49,1329.15
2018-03-23,120.8,612.31,796.54,447.98,1346.6
2018-03-26,123.91,612.27,796.33,448.15,1352.4
2018-03-27,121.7,615.49,799.14,448.77,1341.45
2018-03-28,121.4,616.26,799.6,448.19,1332.45
2018-03-29,123.05,618.75,801.9,448.38,1323.85
2018-04-03,121.77,616.88,800.25,447.72,1333.45
2018-04-04,123.17,616.51,800.11,447.35,1337.3
2018-04-05,124.08,614.65,799.23,449.9,1327.7
2018-04-06,121.46,618.18,802.43,449.88,1331.2
2018-04-09,121.79,618.56,802.48,450.86,1331.95
2018-04-10,123.87,619.03,802.53,452.23,1338.95
2018-04-11,123.34,619.51,803.07,452.71,1350.75
2018-04-12,124.28,617.67,801.66,453.74,1341.35
2018-04-13,123.84,617.76,802.07,454.8,1343.7
2018-04-16,124.91,618.19,802.47,455.97,1349.35
2018-04-17,126.29,619.73,803.56,457.15,1342.1
2018-04-18,126.45,615.95,800.61,458.33,1351.45
2018-04-19,125.81,612.31,797.59,456.49,1348.6
2018-04-20,124.83,610.48,795.52,456.29,1336.75
2018-04-23,124.81,609.58,794.66,455.74,1324.3
2018-04-24,123.24,608.44,793.68,454.33,1328.85
2018-04-25,123.38,605.22,791.07,453.16,1321.65
2018-04-26,124.59,607.09,792.41,454.26,1320.7
2018-04-27,124.66,609.93,794.06,454.88,1321.5
2018-04-30,123.71,611.19,794.85,454.91,1313.2
2018-05-01,124.03,607.47,792.15,454.89,1307.1
2018-05-02,123.27,608.1,792.13,456.03,1304.2
2018-05-03,122.97,608.79,792.18,455.22,1315.05
2018-05-04,124.55,608.82,791.67,455.79,1309.4
2018-05-08,125.13,607.88,790.58,456.5,1306.6
2018-05-09,126.27,607.04,789.47,457.84,1313.85
2018-05-10,127.35,609.74,791.67,458.32,1318.8
2018-05-11,127.57,610.86,792.75,458.57,1324.35
2018-05-14,127.62,610.49,792.57,459.06,1319.85
2018-05-15,126.9,605.4,788.09,458.38,1295.0
2018-05-16,127.52,604.95,787.56,458.87,1291.25
2018-05-17,127.55,603.87,786.48,459.21,1289.5
2018-05-18,127.28,606.09,788.08,459.14,1288.3
2018-05-21,128.2,606.28,788.26,459.58,1288.35
2018-05-22,127.7,606.37,788.35,460.01,1293.05
2018-05-23,128.09,608.89,790.86,459.71,1289.0
2018-05-24,127.85,610.99,792.42,459.13,1304.85
2018-05-25,127.59,613.37,794.37,458.57,1303.5
2018-05-29,126.37,620.51,800.39,457.21,1295.5
2018-05-30,128.04,617.01,796.42,458.03,1300.7
2018-05-31,127.18,618.33,797.1,458.82,1305.35
2018-06-01,128.49,615.06,793.94,459.18,1294.6
2018-06-04,129.13,613.45,792.6,460.24,1295.45
2018-06-05,129.33,614.15,793.14,461.08,1292.05
2018-06-06,130.4,610.44,790.08,462.46,1300.1
2018-06-07,130.26,613.43,792.03,464.07,1297.25
2018-06-08,130.67,613.09,791.48,464.07,1298.25
2018-06-11,130.85,612.26,790.49,465.4,1299.6
2018-06-12,131.17,612.68,790.7,466.0,1298.65
2018-06-13,130.66,612.09,790.04,466.16,1296.15
2018-06-14,131.07,614.18,791.88,466.91,1302.75
2018-06-15,130.95,614.76,792.8,466.71,1285.25
2018-06-18,130.88,614.3,792.03,466.85,1281.55
2018-06-19,130.4,615.075,792.41,465.75,1276.15
2018-06-20,130.75,612.93,790.43,466.92,1274.2
2018-06-21,129.83,612.46,790.25,466.61,1266.15
2018-06-22,130.02,612.22,789.98,466.58,1269.15
2018-06-25,128.13,613.46,790.63,465.97,1268.7
2018-06-26,128.5,613.46,790.44,466.06,1260.3
2018-06-27,127.23,616.87,793.13,465.45,1254.6
2018-06-28,127.99,615.98,791.83,463.81,1251.55
2018-06-29,128.11,616.43,792.25,464.47,1250.45
2018-07-02,128.53,616.04,791.67,463.04,1247.8
2018-07-03,128.03,618.34,793.59,463.49,1251.75
2018-07-05,129.16,619.58,794.62,463.92,1255.5
2018-07-06,130.29,621.11,795.96,464.3,1255.35
2018-07-09,131.43,620.37,796.02,465.6,1262.05
2018-07-10,131.72,620.5,796.63,466.74,1254.0
2018-07-11,130.82,622.18,797.97,465.79,1251.4
2018-07-12,131.98,622.34,798.32,466.94,1245.9
2018-07-13,132.1,623.82,799.96,467.7,1241.7
2018-07-16,131.88,622.47,799.2,467.78,1241.1
2018-07-17,132.43,621.92,798.92,467.91,1232.8
2018-07-18,132.78,621.33,798.59,468.23,1224.5
2018-07-19,132.44,622.88,800.06,468.31,1217.55
2018-07-20,132.25,619.45,797.81,468.6,1228.75
2018-07-23,132.45,615.04,794.89,468.95,1224.95
2018-07-24,132.71,617.95,797.3,469.45,1228.35
2018-07-25,133.82,619.06,798.6,469.41,1231.5
2018-07-26,133.53,617.33,797.89,470.02,1228.25
2018-07-27,132.42,618.28,799.31,470.64,1223.95
2018-07-30,131.57,617.55,798.85,470.89,1223.8
2018-07-31,132.31,618.81,800.13,471.18,1220.95
2018-08-01,132.18,616.38,798.08,471.24,1219.0
2018-08-02,133.07,616.89,798.87,471.69,1215.45
2018-08-03,133.52,619.1,800.91,471.93,1216.3
2018-08-06,134.15,620.22,802.21,472.39,1209.65
2018-08-07,134.51,618.04,800.77,472.5,1212.35
2018-08-08,134.47,617.53,800.23,472.37,1209.55
2018-08-09,134.45,618.93,801.14,471.98,1214.35
2018-08-10,133.66,621.86,803.33,470.51,1214.4
2018-08-13,133.05,619.51,801.52,470.08,1200.35
2018-08-14,133.97,619.03,801.24,470.48,1197.0
2018-08-15,132.82,620.99,803.04,469.3,1182.0
2018-08-16,133.94,621.34,802.92,469.83,1180.4
2018-08-17,134.4,621.47,803.14,469.99,1178.4
2018-08-20,134.78,624.48,805.88,470.38,1184.35
2018-08-21,135.17,623.6,805.0,471.0,1190.95
2018-08-22,135.23,623.98,805.45,471.33,1196.65
2018-08-23,134.97,624.26,805.53,471.52,1192.35
2018-08-24,135.8,624.01,805.23,471.84,1197.7
2018-08-28,136.77,621.05,803.03,472.75,1212.25
2018-08-29,137.5,621.75,803.24,473.05,1204.2
2018-08-30,136.95,621.9,803.75,472.91,1197.3
2018-08-31,137.04,621.52,803.44,472.63,1202.45
2018-09-04,136.84,618.32,800.6,473.03,1190.85
2018-09-05,136.35,618.53,800.8,472.42,1196.7
2018-09-06,135.8,620.14,802.64,472.06,1205.15
2018-09-07,135.49,616.9,799.77,471.64,1198.9
2018-09-10,135.82,618.25,800.69,472.48,1196.6
2018-09-11,136.33,616.63,799.3,473.2,1189.85
2018-09-12,136.4,619.37,800.59,474.37,1195.6
2018-09-13,137.01,620.12,801.42,475.0,1209.8
2018-09-14,137.15,619.03,800.62,475.15,1201.95
2018-09-17,136.23,619.34,800.83,475.58,1201.9
2018-09-18,136.95,616.2,798.51,475.63,1200.2
2018-09-19,136.98,613.98,797.09,475.92,1203.3
2018-09-20,138.04,615.63,798.87,476.28,1208.35
2018-09-21,137.86,616.19,799.63,476.47,1198.7
2018-09-24,137.36,615.78,799.37,476.21,1202.75
2018-09-25,137.3,614.62,798.7,476.79,1201.9
2018-09-26,136.72,616.76,801.0,477.06,1194.25
2018-09-27,137.11,617.26,801.78,477.37,1185.4
2018-09-28,137.15,617.06,802.13,477.6,1187.25
2018-10-01,137.35,615.19,801.03,479.1,1189.35
2018-10-02,137.05,617.17,802.61,479.56,1204.7
2018-10-03,137.31,611.63,798.21,479.86,1201.2
2018-10-04,136.04,609.51,795.85,477.39,1203.45
2018-10-05,135.22,606.57,793.65,476.74,1203.8
2018-10-08,135.05,606.74,793.94,477.07,1186.95
2018-10-09,134.84,608.75,795.11,475.82,1185.55
2018-10-10,130.44,607.56,794.11,473.62,1188.6
2018-10-11,127.88,611.14,796.5,472.73,1205.55
2018-10-12,129.57,610.68,796.15,473.48,1219.75
2018-10-15,129.02,609.7,795.35,473.66,1229.95
2018-10-16,131.91,610.55,795.82,474.33,1230.7
2018-10-17,131.79,608.8,794.41,474.06,1229.05
2018-10-18,129.83,608.58,794.07,473.1,1223.0
2018-10-19,129.57,606.56,792.41,472.86,1227.85
2018-10-22,129.04,606.55,792.39,473.01,1222.3
2018-10-23,128.29,606.96,792.07,470.9,1235.95
2018-10-24,124.2,609.5,794.37,470.73,1230.55
2018-10-25,126.56,607.77,792.55,468.89,1230.8
2018-10-26,124.43,609.67,793.96,466.83,1233.85
2018-10-29,123.54,609.34,793.71,466.11,1230.8
2018-10-30,125.55,607.13,791.31,462.74,1225.4
2018-10-31,126.97,605.42,789.58,464.39,1214.95
2018-11-01,128.57,605.92,789.84,464.25,1231.15
2018-11-02,127.88,603.22,787.3,464.7,1232.1
2018-11-05,128.46,604.93,788.48,464.57,1232.25
2018-11-06,129.21,605.47,789.28,464.97,1231.6
2018-11-07,131.87,606.8,790.4,466.23,1229.95
2018-11-08,131.53,607.11,789.78,465.43,1224.15
2018-11-09,130.21,609.17,790.95,462.68,1211.4
2018-11-12,127.65,609.34,791.25,463.01,1205.55
2018-11-13,127.48,609.65,790.92,459.54,1202.1
2018-11-14,126.54,609.7,789.6,457.12,1203.25
2018-11-15,127.97,606.89,787.27,453.83,1211.85
2018-11-16,128.2,608.97,788.84,452.92,1222.4
2018-11-19,125.91,608.84,788.63,451.57,1221.6
2018-11-20,123.65,608.94,786.98,448.37,1223.0
2018-11-21,124.3,609.4,786.96,449.95,1226.1
2018-11-23,123.63,609.97,787.3,448.7,1223.65
2018-11-26,125.57,610.5,787.1,449.32,1223.4
2018-11-27,125.69,610.05,786.23,448.1,1221.2
2018-11-28,128.64,608.9,786.06,448.76,1213.25
2018-11-29,128.4,609.9,785.67,448.71,1226.25
2018-11-30,129.4,609.51,785.84,448.2,1217.55
2018-12-03,130.86,612.39,788.63,451.44,1230.3
2018-12-04,126.45,616.9,790.74,450.23,1240.3
2018-12-06,126.39,618.17,790.48,445.74,1242.55
2018-12-07,123.53,618.5,791.42,446.62,1243.3
2018-12-10,123.6,618.55,791.08,444.68,1245.35
2018-12-11,123.52,619.29,791.17,445.61,1245.3
2018-12-12,124.26,619.89,791.75,446.44,1245.75
2018-12-13,124.0,620.18,792.55,446.07,1242.75
2018-12-14,121.78,620.13,793.68,444.39,1235.35
2018-12-17,119.11,622.06,795.54,441.81,1241.65
2018-12-18,119.1,624.97,796.78,438.66,1246.3
2018-12-19,117.27,628.73,798.98,436.91,1255.0
2018-12-20,115.36,625.94,796.16,429.45,1259.75
2018-12-21,112.89,624.49,794.56,427.01,1258.15
2018-12-27,116.37,623.67,794.77,425.56,1268.0
2018-12-28,116.36,623.05,794.12,427.28,1279.0
2019-01-02,117.58,627.66,797.19,428.79,1282.9
2019-01-03,114.89,632.13,801.1,429.23,1290.45
2019-01-04,118.9,627.19,796.9,437.14,1279.9
2019-01-07,120.05,627.73,797.67,441.6,1292.2
2019-01-08,121.34,627.43,797.58,444.99,1286.45
2019-01-09,121.95,627.35,798.89,447.86,1288.6
2019-01-10,122.46,626.55,798.45,447.57,1291.9
2019-01-11,122.47,627.91,800.3,448.21,1288.95
2019-01-14,121.77,626.22,799.35,447.18,1292.75
2019-01-15,123.05,626.15,799.41,448.14,1294.4
2019-01-16,123.42,626.6,799.85,449.87,1292.3
2019-01-17,124.38,627.21,800.2,450.22,1290.7
2019-01-18,125.98,627.88,800.84,452.14,1284.2
2019-01-22,124.15,631.34,804.14,450.63,1282.1
2019-01-23,124.34,631.77,804.17,450.3,1279.8
2019-01-24,124.65,634.28,806.91,450.09,1283.7
2019-01-25,125.82,633.06,806.35,451.19,1293.9
2019-01-28,124.93,633.74,807.07,449.78,1302.15
2019-01-29,124.71,634.98,808.88,450.4,1307.55
2019-01-30,126.58,635.0,809.76,451.33,1310.7
2019-01-31,127.75,639.44,814.35,453.33,1323.25
2019-02-01,127.93,637.83,813.6,454.66,1318.7
2019-02-04,128.87,637.09,813.48,455.2,1312.15
